"gene","statistic","estimate","p_value","method"
"EYA4","625892.122407684","0.16398348728704","0.0353208060632124","Spearman's rank correlation rho"
"FAM135A","639805.669088289","0.16075100302577","0.0385501697114344","Spearman's rank correlation rho"
"FAM83B","641951.161006539","0.172973552456354","0.0253911575283408","Spearman's rank correlation rho"
"FANCE","662816.427750683","0.190507596130112","0.012831131237003","Spearman's rank correlation rho"
"GCNT2","551352.310296418","0.263547791659208","0.000625594409295779","Spearman's rank correlation rho"
"GMPR","639399.468614129","0.190883488373048","0.013193841215341","Spearman's rank correlation rho"
"GPR31","670287.273061111","0.181383512483301","0.0179245478716743","Spearman's rank correlation rho"
"HLA-DQA1","3568761.95572592","0.139946692965814","0.016713964310419","Spearman's rank correlation rho"
"HLA-DQB1","196743.401104555","0.299446656086899","0.000938461389634036","Spearman's rank correlation rho"
"HLA-DRB1","691680.844744191","0.155255714432385","0.0432148897709741","Spearman's rank correlation rho"
"HLA-F","674533.819914292","0.161486475169942","0.0359466274223003","Spearman's rank correlation rho"
"HS3ST5","648166.774169924","0.164965970593335","0.0331355918542597","Spearman's rank correlation rho"
"HSD17B8","682069.402740221","0.152118986201307","0.0483390519097711","Spearman's rank correlation rho"
"IL17F","619087.562737492","0.187927458024815","0.0153242867945879","Spearman's rank correlation rho"
"KIFC1","661288.131489696","0.177952200922759","0.0206284961765999","Spearman's rank correlation rho"
"LGSN","638629.571406482","0.191857740892076","0.0127246695804722","Spearman's rank correlation rho"
"LOC153910","654748.55802533","0.186081549866578","0.0154225412232744","Spearman's rank correlation rho"
"MAS1","689861.994033503","0.157477062263295","0.0402751628716591","Spearman's rank correlation rho"
"MAS1L","650389.24503511","0.205684815022979","0.00712703918877562","Spearman's rank correlation rho"
"MICAL1","619704.463169248","0.201633999854102","0.00897490183132789","Spearman's rank correlation rho"
"MRPL14","664424.126407573","0.17405384316099","0.0236227364663944","Spearman's rank correlation rho"
"MRPL18","681180.226651473","0.168080035354605","0.0284562807046874","Spearman's rank correlation rho"
"NEDD9","539819.094622374","0.278952936416565","0.000285330073783718","Spearman's rank correlation rho"
"NFKBIE","637797.510344196","0.207153410640699","0.00688439493987004","Spearman's rank correlation rho"
"NHLRC1","653506.760538589","0.201877418263703","0.00829114871638391","Spearman's rank correlation rho"
"NQO2","589044.588652939","0.241133152817078","0.00169423440446576","Spearman's rank correlation rho"
"OR2A4","667952.753126218","0.169667404497268","0.0274315949183051","Spearman's rank correlation rho"
"OR2B6","626872.235608373","0.206735849170164","0.00717294552284452","Spearman's rank correlation rho"
"OR2W1","690428.017423494","0.156785782422562","0.0411714324890071","Spearman's rank correlation rho"
"PBOV1","668832.105224547","0.153638489853075","0.0467745537451872","Spearman's rank correlation rho"
"PCMT1","689559.921966729","0.157845980463323","0.0398035956233618","Spearman's rank correlation rho"
"PDE7B","641500.353800009","0.158528042972095","0.0413527481294633","Spearman's rank correlation rho"
"PNPLA1","645255.837771463","0.153601881313216","0.0481764284170891","Spearman's rank correlation rho"
"PRRT1","656710.307122636","0.197964952433563","0.00966005548811024","Spearman's rank correlation rho"
"PSMB1","668008.342490121","0.184166752169172","0.0162112086489938","Spearman's rank correlation rho"
"RNF182","618432.818668691","0.18878630209195","0.0148545041757914","Spearman's rank correlation rho"
"RSPH3","657152.22106428","0.168418588354634","0.0290896842132556","Spearman's rank correlation rho"
"SF3B5","664179.164063713","0.174358356044312","0.0233760898115194","Spearman's rank correlation rho"
"SLC22A1","641219.880732901","0.158895946464703","0.0408774442969513","Spearman's rank correlation rho"
"SLC26A8","669795.480753033","0.167376708327492","0.0296214091520838","Spearman's rank correlation rho"
"SLC44A4","668475.780614384","0.183595873725266","0.0165505215392538","Spearman's rank correlation rho"
"SNX9","647798.884437902","0.194720694597605","0.0111834770594204","Spearman's rank correlation rho"
"TAAR1","684131.264890292","0.16447595594764","0.0320889632957039","Spearman's rank correlation rho"
"TAGAP","617669.946822728","0.245644632332817","0.00124309875249194","Spearman's rank correlation rho"
"TMEM217","631803.804375009","0.171247247837282","0.0273828523460439","Spearman's rank correlation rho"
"TOMM6","690054.204019983","0.157242317743561","0.0405776610957359","Spearman's rank correlation rho"
"TPBG","671317.695622702","0.180125065647251","0.0187494898604772","Spearman's rank correlation rho"
"TPD52L1","609843.593403436","0.200053002336922","0.00976041634901738","Spearman's rank correlation rho"
"TRDN","538666.791045265","0.180559190571264","0.0231915046849189","Spearman's rank correlation rho"
"TRERF1","635076.408668673","0.166954491452574","0.0315617889198692","Spearman's rank correlation rho"
"TRIM27","619280.83217033","0.243677270937122","0.00136414977530366","Spearman's rank correlation rho"
"TULP4","628826.93480339","0.175152081637308","0.0240017141981855","Spearman's rank correlation rho"
"UBD","669870.956143064","0.167282884810472","0.0297141890887484","Spearman's rank correlation rho"
"ULBP3","595878.241975352","0.245956638740247","0.00131048071054809","Spearman's rank correlation rho"
"VGLL2","683422.247512306","0.165341873202647","0.0311820288687481","Spearman's rank correlation rho"
"VIP","612501.238854096","0.224921367509154","0.0033765375283358","Spearman's rank correlation rho"
"ABCF2","596685.288251815","0.258260046427559","0.000698513448820536","Spearman's rank correlation rho"
"ACTR3B","610059.462820147","0.24163459944788","0.00155098692210418","Spearman's rank correlation rho"
"AHR","668200.532833015","0.154437701731345","0.0456295004109807","Spearman's rank correlation rho"
"AKAP9","645106.520547187","0.183661602559227","0.0171693549156534","Spearman's rank correlation rho"
"ANLN","660394.603310107","0.164315574290843","0.0333072083392851","Spearman's rank correlation rho"
"AOAH","610554.307464265","0.199120741040243","0.010113820035186","Spearman's rank correlation rho"
"AP4M1","653875.086426843","0.201427584801212","0.00843925914929852","Spearman's rank correlation rho"
"ARMC10","582718.105943164","0.275622661798066","0.000286719284532797","Spearman's rank correlation rho"
"ARPC1A","666760.143076979","0.185691168132853","0.0153346678878935","Spearman's rank correlation rho"
"ARPC1B","612086.475347769","0.252463681404279","0.000895644786962251","Spearman's rank correlation rho"
"ASNS","654975.234891784","0.185799767674675","0.0155817189402842","Spearman's rank correlation rho"
"ATP6V1F","658685.577793451","0.195552570155958","0.01060034878356","Spearman's rank correlation rho"
"ATXN7L1","585693.299434503","0.2176778518493","0.00497534925995179","Spearman's rank correlation rho"
"BAZ1B","672473.391568549","0.178713623428595","0.0197136947979152","Spearman's rank correlation rho"
"BCAP29","575923.3128089","0.284069274515315","0.00018190990422488","Spearman's rank correlation rho"
"BCL7B","642187.058670614","0.215702079651915","0.00472813524607942","Spearman's rank correlation rho"
"BET1","656989.233236116","0.197624302201237","0.00978819914900354","Spearman's rank correlation rho"
"BRI3","587143.288881808","0.201306858811628","0.00974400611814946","Spearman's rank correlation rho"
"BUD31","603375.368959074","0.263102485989859","0.000527469370073363","Spearman's rank correlation rho"
"C7orf25","653907.48263054","0.201388019576652","0.00845239776170471","Spearman's rank correlation rho"
"C7orf50","481118.686458843","0.177962727911544","0.0282713607517988","Spearman's rank correlation rho"
"CALU","661547.542931051","0.192057275015357","0.0121057049793906","Spearman's rank correlation rho"
"CASD1","655145.816332236","0.155974862239073","0.0441318379263972","Spearman's rank correlation rho"
"CASP2","654617.882531877","0.186243992675804","0.0153314238903408","Spearman's rank correlation rho"
"CCM2","636308.387422945","0.209004540521425","0.00638977435538596","Spearman's rank correlation rho"
"CHCHD3","519566.127468819","0.162827289696079","0.0429388624243848","Spearman's rank correlation rho"
"CHN2","483558.435840328","0.173794182846507","0.0322487307700458","Spearman's rank correlation rho"
"CHPF2","611573.342534114","0.253090366407003","0.000868673457876611","Spearman's rank correlation rho"
"CHST12","587132.362588887","0.186531383403873","0.0171205261617526","Spearman's rank correlation rho"
"CLCN1","583561.929111096","0.23452731455674","0.00235500733948032","Spearman's rank correlation rho"
"CNOT4","608539.473293396","0.187161764628274","0.0160766709650512","Spearman's rank correlation rho"
"CNPY4","651814.06251414","0.203944696827523","0.00763971031520535","Spearman's rank correlation rho"
"COG5","602741.08496819","0.237272178000478","0.00195632493858871","Spearman's rank correlation rho"
"COPG2","647548.596423189","0.165762369722875","0.0322848565292037","Spearman's rank correlation rho"
"COPS6","688802.491666522","0.158771024033168","0.0386415440404825","Spearman's rank correlation rho"
"COX19","633876.24932636","0.183376470819515","0.0176873914125202","Spearman's rank correlation rho"
"CPA2","657484.47746591","0.182680526246943","0.0174417200422384","Spearman's rank correlation rho"
"CPSF4","630504.700289451","0.229969650540176","0.00255411223895477","Spearman's rank correlation rho"
"CREB3L2","633299.250851019","0.184119818644528","0.0172244473138381","Spearman's rank correlation rho"
"DAGLB","581680.859716681","0.250619853601728","0.00108812407175151","Spearman's rank correlation rho"
"DBNL","636494.105464129","0.222654837886763","0.00351866032667066","Spearman's rank correlation rho"
"DDX56","565646.447310434","0.284212917389522","0.000188754373050904","Spearman's rank correlation rho"
"DLD","596864.742346381","0.258036966900725","0.000706278464006053","Spearman's rank correlation rho"
"DTX2","645092.564117066","0.168926479076615","0.0290857016583398","Spearman's rank correlation rho"
"DUS4L","599793.586586877","0.267476888163999","0.000421549048199384","Spearman's rank correlation rho"
"EFCAB10","688331.29108142","0.159346497540415","0.0379331436951075","Spearman's rank correlation rho"
"EIF2AK1","599953.772078866","0.254196991598049","0.000853030398509306","Spearman's rank correlation rho"
"EPHA1","597445.377925637","0.270344736627601","0.000363185797075403","Spearman's rank correlation rho"
"ESYT2","617228.64888861","0.175555460571408","0.0241049073928532","Spearman's rank correlation rho"
"EXOC4","626189.036941555","0.163586892659478","0.0357727307073889","Spearman's rank correlation rho"
"FAM185A","578257.069042168","0.183899383338671","0.0191526249583721","Spearman's rank correlation rho"
"FASTK","661771.986263865","0.191783164167458","0.0122313352669461","Spearman's rank correlation rho"
"FBXL18","595286.019926516","0.259999477989016","0.000640610312464888","Spearman's rank correlation rho"
"FIS1","676237.084699529","0.174117055099165","0.0231570566058322","Spearman's rank correlation rho"
"GALNT11","572525.107142145","0.275508441516614","0.000300875231724249","Spearman's rank correlation rho"
"GCC1","640313.041591237","0.204026351758693","0.00779773566328531","Spearman's rank correlation rho"
"GET4","590739.415719791","0.23894970508236","0.00187154183160365","Spearman's rank correlation rho"
"GGCT","632875.430331875","0.1846658271256","0.0168911457697978","Spearman's rank correlation rho"
"GNB2","633320.847949552","0.226530311918525","0.00297298983197357","Spearman's rank correlation rho"
"GTF2IRD2","627183.893760499","0.234025325003512","0.00212933550023941","Spearman's rank correlation rho"
"GUSB","621567.52235604","0.227328921540401","0.00295520711194388","Spearman's rank correlation rho"
"HUS1","596894.161940534","0.2027166378055","0.00901943900387132","Spearman's rank correlation rho"
"IFRD1","552219.497385673","0.206033618895686","0.00873903667949787","Spearman's rank correlation rho"
"IMMP2L","324553.588673248","0.172234550062619","0.0474348647320449","Spearman's rank correlation rho"
"IMPDH1","616548.418260266","0.24701434619932","0.00116471419333486","Spearman's rank correlation rho"
"INSIG1","653072.481934553","0.202407799250673","0.00811948184111953","Spearman's rank correlation rho"
"INTS1","593480.997854908","0.235417721542834","0.00219438463319838","Spearman's rank correlation rho"
"IRF5","672058.594776474","0.179220211434378","0.0193628009668259","Spearman's rank correlation rho"
"JAZF1","619872.570308611","0.186897744084304","0.0159045736911337","Spearman's rank correlation rho"
"KDELR2","638645.609252373","0.220027223511858","0.00393838473875003","Spearman's rank correlation rho"
"KLHDC10","645368.928639539","0.211816087298516","0.00555586988695003","Spearman's rank correlation rho"
"KRIT1","622238.129875557","0.212599994589573","0.00566200912082746","Spearman's rank correlation rho"
"LIMK1","574878.547213123","0.272530323275946","0.000351681198875014","Spearman's rank correlation rho"
"LRRC17","622487.771002239","0.212284090733699","0.0057355053372239","Spearman's rank correlation rho"
"LRWD1","583124.464796301","0.161599285719604","0.0405630586122479","Spearman's rank correlation rho"
"LSM5","666079.414550211","0.186522536440043","0.0148742813842215","Spearman's rank correlation rho"
"MAFK","686010.242891401","0.162181175137669","0.0346014579916854","Spearman's rank correlation rho"
"MCM7","693566.546940717","0.152952721416311","0.0464502788475099","Spearman's rank correlation rho"
"MEPCE","587303.314038416","0.282731158165356","0.000187210673794589","Spearman's rank correlation rho"
"MESTIT1","686749.339086382","0.161278522863952","0.0356344023799803","Spearman's rank correlation rho"
"MKRN1","597187.165982843","0.257636161823326","0.000720429811185205","Spearman's rank correlation rho"
"MOSPD3","688343.486340985","0.159331603567412","0.037951339032088","Spearman's rank correlation rho"
"MRPS17","691065.673933467","0.156007017625116","0.0422011271326007","Spearman's rank correlation rho"
"MRPS24","584944.622671152","0.259792389855346","0.000672046839987777","Spearman's rank correlation rho"
"MRPS33","580894.688507485","0.264917305911231","0.000519880603326029","Spearman's rank correlation rho"
"MYO1G","668148.882188592","0.169423596304769","0.0276578856479587","Spearman's rank correlation rho"
"NAPEPLD","655180.959001695","0.185544031870997","0.0157274212485301","Spearman's rank correlation rho"
"NCAPG2","568009.43755386","0.281222714055583","0.00022192500256826","Spearman's rank correlation rho"
"NDUFA4","615001.519686654","0.248903561059526","0.00106401770369562","Spearman's rank correlation rho"
"NOD1","644992.43764088","0.183805966712964","0.0170806718661365","Spearman's rank correlation rho"
"NOM1","643068.068791431","0.186241124524284","0.0156436580239919","Spearman's rank correlation rho"
"NSUN5","597499.684758023","0.257247669486819","0.000734395125841766","Spearman's rank correlation rho"
"NUB1","605399.543948853","0.233908079088417","0.00227619269633007","Spearman's rank correlation rho"
"NUDCD3","605909.967566811","0.233262172738026","0.00234278599758168","Spearman's rank correlation rho"
"NUDT1","583750.550371023","0.287070120027328","0.000147331465482121","Spearman's rank correlation rho"
"NUP205","572861.947353235","0.234816943134086","0.00239809157541642","Spearman's rank correlation rho"
"PDAP1","646312.893354828","0.210663230738908","0.00582520244285611","Spearman's rank correlation rho"
"PDIA4","669724.074133284","0.167465473952956","0.0295338582482291","Spearman's rank correlation rho"
"PEX1","661674.409297132","0.191902334136782","0.0121765773910774","Spearman's rank correlation rho"
"PHKG1","691711.680639686","0.155218054799756","0.0432662375522624","Spearman's rank correlation rho"
"PLOD3","689003.256204136","0.158525831908531","0.0389467395172497","Spearman's rank correlation rho"
"PMPCB","669184.982357519","0.168135619365622","0.0288799743745228","Spearman's rank correlation rho"
"PMS2","629689.123815501","0.203171268854302","0.00825771829555702","Spearman's rank correlation rho"
"PNPLA8","632700.411498399","0.18489130409783","0.0167551521964892","Spearman's rank correlation rho"
"POP7","640422.930350337","0.217856595464932","0.00431852888956185","Spearman's rank correlation rho"
"PRKAG2","549408.067038067","0.279327784250032","0.000267903727015648","Spearman's rank correlation rho"
"PRKRIP1","573390.125670655","0.261300816176611","0.000647622657196082","Spearman's rank correlation rho"
"PRR15","683477.984059753","0.165273802602875","0.0312525256534307","Spearman's rank correlation rho"
"PSMA2","625198.389304505","0.20885398774998","0.00659015883208731","Spearman's rank correlation rho"
"PSMC2","644565.615102521","0.19873997426468","0.00958821190459499","Spearman's rank correlation rho"
"PSMG3","601711.492665607","0.265134564804065","0.000475532008616691","Spearman's rank correlation rho"
"PTCD1","676508.262130705","0.173785868270583","0.0234240168865851","Spearman's rank correlation rho"
"RABGEF1","674793.768836381","0.175879765223245","0.0217798124513116","Spearman's rank correlation rho"
"RAC1","616720.620156926","0.2195820276308","0.00423845275402865","Spearman's rank correlation rho"
"RBM33","282097.737665855","0.28051708902721","0.00107370510831903","Spearman's rank correlation rho"
"REPIN1","595326.140534805","0.259949604029132","0.000642206991565668","Spearman's rank correlation rho"
"RFC2","654792.19722237","0.200307524719109","0.00881828122880614","Spearman's rank correlation rho"
"RHEB","607457.428856726","0.244869189925009","0.0013335223497896","Spearman's rank correlation rho"
"RINT1","627296.494579663","0.206198978315984","0.00732775769675267","Spearman's rank correlation rho"
"RPA3","608328.457854414","0.216289721089988","0.00499439242381394","Spearman's rank correlation rho"
"SLC25A13","594512.917694868","0.220162630670923","0.00436889175645163","Spearman's rank correlation rho"
"SLC25A40","589613.200881789","0.279910111831524","0.000218307577897084","Spearman's rank correlation rho"
"SLC35B4","652198.947852451","0.203474639441074","0.00778370234026746","Spearman's rank correlation rho"
"SMURF1","655919.527699145","0.154978088960875","0.0455202469529187","Spearman's rank correlation rho"
"SND1","558176.310688106","0.254432839088364","0.000974291386760334","Spearman's rank correlation rho"
"SNX13","650905.05196749","0.205054864140437","0.00730898756519484","Spearman's rank correlation rho"
"SRI","677614.36185802","0.172434997517088","0.0245405129840744","Spearman's rank correlation rho"
"SSBP1","584107.560365516","0.286634106575416","0.000150947568077005","Spearman's rank correlation rho"
"STARD3NL","590160.962581965","0.23969492695079","0.00180921171753329","Spearman's rank correlation rho"
"SUMF2","646903.2154814","0.209942275045463","0.00599950482533694","Spearman's rank correlation rho"
"SUN3","649479.409444088","0.206795989955987","0.00681590149538077","Spearman's rank correlation rho"
"SVOPL","576291.529904178","0.230235981748486","0.00292964847235385","Spearman's rank correlation rho"
"TAS2R39","682089.892148392","0.166969068156164","0.0295366513356839","Spearman's rank correlation rho"
"TAS2R41","609168.299104063","0.256027626719349","0.00075192787714302","Spearman's rank correlation rho"
"TAX1BP1","622417.613708138","0.183559347406212","0.0179195357752893","Spearman's rank correlation rho"
"TBRG4","630930.845078205","0.172392330242203","0.0263515361490195","Spearman's rank correlation rho"
"TBXAS1","529508.219091272","0.292725377218935","0.000135929600918342","Spearman's rank correlation rho"
"TES","652405.288377015","0.159505487677379","0.039495727074645","Spearman's rank correlation rho"
"TMED4","615103.057915862","0.23536490239687","0.00206702947446238","Spearman's rank correlation rho"
"TMEM120A","693427.698453729","0.153122295963351","0.0462053492762398","Spearman's rank correlation rho"
"TMEM168","560126.8272133","0.265267720139174","0.00055233822690966","Spearman's rank correlation rho"
"TMEM209","623657.741377386","0.224730568622413","0.00330887597555879","Spearman's rank correlation rho"
"TMEM60","612678.608451243","0.251740513979222","0.00092772336579434","Spearman's rank correlation rho"
"TMUB1","648615.817553784","0.207850687827035","0.00653182772736898","Spearman's rank correlation rho"
"TNPO3","631193.646512814","0.229128246025837","0.00265132295254029","Spearman's rank correlation rho"
"TOMM7","593529.56088509","0.275127092671527","0.000282235152840061","Spearman's rank correlation rho"
"TP53TG1","620663.141380486","0.185860732361582","0.0165082297070713","Spearman's rank correlation rho"
"TPI1P2","633430.698423196","0.22639615241334","0.00299052122320951","Spearman's rank correlation rho"
"TPK1","585712.451210978","0.231706421272271","0.00266667809833312","Spearman's rank correlation rho"
"TRA2A","619988.843411369","0.242812582469123","0.00142068633698879","Spearman's rank correlation rho"
"TRIL","681982.538165355","0.152226967622998","0.0481781523532569","Spearman's rank correlation rho"
"TRIM24","625609.438559893","0.164361073705163","0.0348950365605555","Spearman's rank correlation rho"
"TRIM4","639225.048889534","0.20537883634636","0.00739026920792912","Spearman's rank correlation rho"
"TSC22D4","647646.014155021","0.209035100964185","0.00622543676526491","Spearman's rank correlation rho"
"TTYH3","659333.769629395","0.165657987116138","0.0318736276863092","Spearman's rank correlation rho"
"TYW1","493175.957334205","0.173776759187064","0.0316943211103556","Spearman's rank correlation rho"
"UBE3C","633065.005500252","0.198899320336185","0.00974752701053573","Spearman's rank correlation rho"
"UBN2","658391.41491098","0.166850472878023","0.0306444555994789","Spearman's rank correlation rho"
"USP42","661837.018926047","0.162490295496016","0.0353438591185703","Spearman's rank correlation rho"
"WDR91","678003.678527232","0.171959528181641","0.0249442153730905","Spearman's rank correlation rho"
"WIPI2","615754.296283268","0.247984201020673","0.00111197857645855","Spearman's rank correlation rho"
"YKT6","591543.907101488","0.237913277874345","0.00196147929805211","Spearman's rank correlation rho"
"YWHAG","636767.228300322","0.208434155063993","0.00653869154575149","Spearman's rank correlation rho"
"ZC3HC1","572297.000905441","0.275797094434831","0.00029633142017185","Spearman's rank correlation rho"
"ZCWPW1","684639.443365414","0.163855321638957","0.0327526960235942","Spearman's rank correlation rho"
"ZDHHC4","615199.236401331","0.235245342845544","0.00207823372322834","Spearman's rank correlation rho"
"ZFAND2A","627647.416062894","0.191401084153259","0.0132187270905911","Spearman's rank correlation rho"
"ZKSCAN5","638125.932535662","0.206745148754833","0.00699796502002425","Spearman's rank correlation rho"
"ZMIZ2","663161.623906728","0.190086010824644","0.0130349620370003","Spearman's rank correlation rho"
"ZNF117","689591.289863529","0.157807671101754","0.0398523472709469","Spearman's rank correlation rho"
"ZNF212","612686.416080258","0.224687038332138","0.00341076462590036","Spearman's rank correlation rho"
"ZNF277","639907.189155597","0.160617836630445","0.0387134333219335","Spearman's rank correlation rho"
"ZNF394","597040.291588808","0.270839465332029","0.000353909301833464","Spearman's rank correlation rho"
"ZNF655","653738.984049634","0.201593805546334","0.00838425898791718","Spearman's rank correlation rho"
"ZNF680","628190.014063006","0.219096496863649","0.00421013528288768","Spearman's rank correlation rho"
"ZNF746","603934.133616","0.249249001024315","0.00108340577231348","Spearman's rank correlation rho"
"ZNF775","583699.773694375","0.234346500391058","0.00237394707960449","Spearman's rank correlation rho"
"ZNHIT1","648034.705820245","0.208560394941109","0.00634666221068709","Spearman's rank correlation rho"
"ZNRF2","624741.465647155","0.180511093064051","0.0199492933240473","Spearman's rank correlation rho"
"ZP3","622773.443704255","0.183092596357006","0.0182182065258465","Spearman's rank correlation rho"
"ZSCAN21","671970.296373646","0.17932804956779","0.0192888078730096","Spearman's rank correlation rho"
"ZYX","674445.942168745","0.176304563151489","0.0214586739714436","Spearman's rank correlation rho"
"NRCAM","506347.529929695","0.168128785940683","0.037134233341888","Spearman's rank correlation rho"
"PRKAR1B","595019.23637165","0.190593178932094","0.0145026512495548","Spearman's rank correlation rho"
"ADAM28","648580.053533973","0.164433542294963","0.0337148877461552","Spearman's rank correlation rho"
"ADAM32","572103.651127389","0.249557422555911","0.00118491761322221","Spearman's rank correlation rho"
"ADAM9","612438.890043945","0.210994246390251","0.00619928531932492","Spearman's rank correlation rho"
"ARHGEF10","617513.079940106","0.204457161485841","0.00804009141105372","Spearman's rank correlation rho"
"ARMC1","673451.801755862","0.162831532798143","0.0344097173069453","Spearman's rank correlation rho"
"ASAH1","632176.91749626","0.185565722046106","0.0163540550112007","Spearman's rank correlation rho"
"ASAP1","583551.185480962","0.234541407243395","0.00235353694707052","Spearman's rank correlation rho"
"ASH2L","567116.494054938","0.282352673282001","0.000208799700772544","Spearman's rank correlation rho"
"ATAD2","598362.566322933","0.256175020731275","0.000774258135873244","Spearman's rank correlation rho"
"ATP6V1C1","578045.615284114","0.241763200498306","0.00170076556472509","Spearman's rank correlation rho"
"ATP6V1H","638464.781668899","0.17746505912156","0.0217691773134324","Spearman's rank correlation rho"
"AZIN1","626083.883968608","0.207733454517075","0.00689298358272946","Spearman's rank correlation rho"
"BIN3","544496.426950003","0.285770504620547","0.000189807391619768","Spearman's rank correlation rho"
"BMP1","628099.410078669","0.219209126748211","0.00419014595435211","Spearman's rank correlation rho"
"BRF2","642406.798992581","0.215433712553562","0.00478152396676656","Spearman's rank correlation rho"
"C8orf33","644759.702251666","0.19849870437613","0.00967796795150645","Spearman's rank correlation rho"
"CA13","623574.503263261","0.224834041987891","0.00329409204598589","Spearman's rank correlation rho"
"CA3","640506.213265712","0.159832081817903","0.0396886732553395","Spearman's rank correlation rho"
"CCDC25","614348.699522975","0.194143542676345","0.012198213483436","Spearman's rank correlation rho"
"CHCHD7","677951.270367536","0.157238239809636","0.0411868362824701","Spearman's rank correlation rho"
"CHMP4C","642407.939169999","0.172385084602741","0.0259019945859889","Spearman's rank correlation rho"
"CHMP7","674760.728012888","0.161204405533181","0.0362761833902957","Spearman's rank correlation rho"
"CHRAC1","630590.195469955","0.229865235959777","0.00256599751786428","Spearman's rank correlation rho"
"CHRNA2","627641.413621573","0.161646924342729","0.0380543646492977","Spearman's rank correlation rho"
"CLN8","620933.928744749","0.214250372359994","0.00529155891371998","Spearman's rank correlation rho"
"CNOT7","617514.191221078","0.218577817457547","0.00442108023591212","Spearman's rank correlation rho"
"COL14A1","597241.827377016","0.216583052020364","0.00506708601895597","Spearman's rank correlation rho"
"COLEC10","550130.201028105","0.265180187230378","0.000576913353795791","Spearman's rank correlation rho"
"COPS5","633436.122743","0.198429696722784","0.00992497858365054","Spearman's rank correlation rho"
"CPNE3","661587.499622411","0.162806045193117","0.0349841930323982","Spearman's rank correlation rho"
"CPSF1","613373.64372756","0.237514738541644","0.00187471100693778","Spearman's rank correlation rho"
"CSPP1","624890.270631735","0.194953117905666","0.0115797291732529","Spearman's rank correlation rho"
"DCAF13","616109.112251431","0.206265894736219","0.00748757739664091","Spearman's rank correlation rho"
"DCTN6","648416.128394624","0.179473519071801","0.0199222715021377","Spearman's rank correlation rho"
"DDHD2","620933.822063559","0.21425050735778","0.00529152952065916","Spearman's rank correlation rho"
"DENND3","603823.333717679","0.222093677896773","0.00391859735513447","Spearman's rank correlation rho"
"DERL1","593718.511478841","0.261948048979612","0.00058101878935596","Spearman's rank correlation rho"
"DGAT1","579409.561441996","0.292371735099327","0.000109364676500968","Spearman's rank correlation rho"
"DOCK5","518508.071766025","0.281609955932929","0.000270876612309712","Spearman's rank correlation rho"
"DPY19L4","648763.687837664","0.179033706250646","0.0202323977591424","Spearman's rank correlation rho"
"DPYS","667806.664758377","0.16984900706283","0.0272640706828314","Spearman's rank correlation rho"
"DPYSL2","671495.025214659","0.165264003263563","0.0317714353567468","Spearman's rank correlation rho"
"DSCC1","608821.325070687","0.243173729463121","0.0014437654460516","Spearman's rank correlation rho"
"DUSP26","651523.514436987","0.204299540871163","0.00753258383951006","Spearman's rank correlation rho"
"E2F5","634619.777874466","0.211103652386174","0.00586743845737898","Spearman's rank correlation rho"
"EEF1D","583491.568919987","0.287386412002874","0.000144759043889501","Spearman's rank correlation rho"
"EGR3","653352.645173936","0.202065638126372","0.00822986323787361","Spearman's rank correlation rho"
"EIF4EBP1","634995.622491872","0.224484923160127","0.00325062862233378","Spearman's rank correlation rho"
"EXT1","654827.201555336","0.156385334036742","0.0435704771719061","Spearman's rank correlation rho"
"EXTL3","588825.584059543","0.213493997195599","0.00589888569713615","Spearman's rank correlation rho"
"FABP12","689421.534979883","0.158014991383928","0.0395891143375781","Spearman's rank correlation rho"
"FABP5","626785.920563073","0.220841926603509","0.00390978989665102","Spearman's rank correlation rho"
"FAM86B1","573068.591533095","0.176057350567784","0.0254836947867898","Spearman's rank correlation rho"
"FAM91A1","608822.689852046","0.243172032902334","0.00144387981158845","Spearman's rank correlation rho"
"FBXL6","632543.658780457","0.227479486836967","0.00285158683044967","Spearman's rank correlation rho"
"FDFT1","569209.199766426","0.2666871080132","0.000494379794832374","Spearman's rank correlation rho"
"FGF17","676304.213976866","0.174035070649464","0.0232228969078807","Spearman's rank correlation rho"
"FZD6","640424.950016121","0.217854128863257","0.00431897899950109","Spearman's rank correlation rho"
"GFRA2","610069.051768908","0.214047311870783","0.00547633832716159","Spearman's rank correlation rho"
"GNRH1","672967.139873603","0.163434016367158","0.0337395548455177","Spearman's rank correlation rho"
"GPAA1","675853.73812191","0.174585233209482","0.0227841405178012","Spearman's rank correlation rho"
"GSDMD","645070.681729208","0.212180333865563","0.00547311972765691","Spearman's rank correlation rho"
"GSR","668992.072526109","0.182965330541327","0.0169324659685282","Spearman's rank correlation rho"
"GTF2E2","640155.732417058","0.204221902917486","0.00773761433294686","Spearman's rank correlation rho"
"HAS2","631106.72753667","0.201377387823672","0.00885678917153372","Spearman's rank correlation rho"
"HMBOX1","549078.523792158","0.279760054315695","0.000261848339115756","Spearman's rank correlation rho"
"HR","657863.793012608","0.196556209338477","0.0101997735264279","Spearman's rank correlation rho"
"HSF1","602084.622677454","0.251548129534267","0.00097006519980043","Spearman's rank correlation rho"
"IDO2","535744.622697827","0.215187181094242","0.00628224625395102","Spearman's rank correlation rho"
"IKBKB","552518.467397038","0.220224557381739","0.00486328943110494","Spearman's rank correlation rho"
"IMPA1","632059.395980432","0.200171850744287","0.00928069519857648","Spearman's rank correlation rho"
