"gene","statistic","estimate","p_value","method"
"RABAC1","629985.849094626","0.230603319356103","0.00248304711441026","Spearman's rank correlation rho"
"RASAL3","671826.935699453","0.179503134812986","0.0191691947514523","Spearman's rank correlation rho"
"RASIP1","674732.792262706","0.161239132486318","0.0362354729121988","Spearman's rank correlation rho"
"RBM42","694248.566059789","0.152119776919061","0.0476691444717939","Spearman's rank correlation rho"
"REXO1","612359.627867915","0.21109635994631","0.00617379221280251","Spearman's rank correlation rho"
"RFX2","631897.630999432","0.171124173122191","0.0274957257363541","Spearman's rank correlation rho"
"RPL18","580117.084905775","0.291507642349796","0.000114853517137346","Spearman's rank correlation rho"
"RPL18A","643721.075532049","0.213828597123797","0.00511228317918547","Spearman's rank correlation rho"
"RPS15","674736.768349079","0.175949379462657","0.0217269032565017","Spearman's rank correlation rho"
"RPS16","691569.212978882","0.155392049414839","0.0430294276988776","Spearman's rank correlation rho"
"RPS19","605039.300682236","0.261070339479808","0.000584604457350135","Spearman's rank correlation rho"
"RPS5","509238.856926468","0.254015503154711","0.00119023997088024","Spearman's rank correlation rho"
"RUVBL2","604100.509562731","0.249042178953395","0.00109417468749044","Spearman's rank correlation rho"
"SAFB2","663291.795123968","0.16064937522592","0.0375036494696733","Spearman's rank correlation rho"
"SAMD1","657704.032474749","0.196751323606049","0.0101234683738227","Spearman's rank correlation rho"
"SAMD4B","634218.729430825","0.197439361221566","0.010308559914092","Spearman's rank correlation rho"
"SCAF1","633045.247742291","0.184447051152912","0.0170240142794911","Spearman's rank correlation rho"
"SDHAF1","607742.875663944","0.257768484970238","0.000689735586292776","Spearman's rank correlation rho"
"SF3A2","687548.877880836","0.160302052526748","0.0367810540676156","Spearman's rank correlation rho"
"SGTA","668278.805058407","0.183836438396923","0.0164067908360118","Spearman's rank correlation rho"
"SH3GL1","650260.754202742","0.19166034234655","0.0125503841558422","Spearman's rank correlation rho"
"SIGLEC8","695112.50642715","0.151064653455768","0.0492512695306009","Spearman's rank correlation rho"
"SIN3B","577237.814581785","0.242822812755494","0.00162029620513736","Spearman's rank correlation rho"
"SIPA1L3","565006.933611392","0.245309040670809","0.00149442183686156","Spearman's rank correlation rho"
"SLC25A42","625639.125322928","0.20829626631404","0.00673936885857011","Spearman's rank correlation rho"
"SLC35E1","567754.704416942","0.241638788746638","0.00176733030766767","Spearman's rank correlation rho"
"SLC44A2","600575.934982234","0.266521412323772","0.000442845581144563","Spearman's rank correlation rho"
"SLC6A16","651144.094365541","0.190562261491795","0.0130754256735122","Spearman's rank correlation rho"
"SLC7A9","602272.088614921","0.23786566096684","0.00190433769630266","Spearman's rank correlation rho"
"SMARCA4","575283.390699648","0.217439921238899","0.00516059609164607","Spearman's rank correlation rho"
"SNRNP70","627115.658899107","0.23410865969418","0.00212132379830656","Spearman's rank correlation rho"
"SPINT2","623447.722379724","0.182208128260818","0.018796031872593","Spearman's rank correlation rho"
"SPPL2B","689421.893893401","0.158014553045718","0.0395896693455304","Spearman's rank correlation rho"
"SSBP4","667808.248084141","0.184411125867403","0.0160678222991325","Spearman's rank correlation rho"
"STRN4","613609.146408938","0.195113632875841","0.011764617332025","Spearman's rank correlation rho"
"SUPT5H","600211.08039212","0.253877131430412","0.000866439217991913","Spearman's rank correlation rho"
"SYMPK","624573.509243679","0.23721336674339","0.00184167137306856","Spearman's rank correlation rho"
"TBC1D17","613680.377335632","0.180294957209372","0.020484796306467","Spearman's rank correlation rho"
"TDRD12","646702.815701842","0.181641599680805","0.0184528696392188","Spearman's rank correlation rho"
"TEAD2","691568.44606065","0.155392986045945","0.0430281558706687","Spearman's rank correlation rho"
"THAP8","623282.081162907","0.182425403961532","0.0186526329162373","Spearman's rank correlation rho"
"TIMM13","649879.555842766","0.206307294358527","0.00695121831695127","Spearman's rank correlation rho"
"TIMM50","646290.577042402","0.210690485472851","0.00581870285552725","Spearman's rank correlation rho"
"TMEM147","661513.92639668","0.192098330620014","0.0120869863234947","Spearman's rank correlation rho"
"TNPO2","657539.030459581","0.196952839247952","0.0100451889953246","Spearman's rank correlation rho"
"TOMM40","630726.128737811","0.229699221746556","0.00258499777510601","Spearman's rank correlation rho"
"TPM4","601920.866812977","0.224544628282621","0.00353066081073826","Spearman's rank correlation rho"
"TRIP10","687325.63510799","0.160574697140357","0.0364578007110293","Spearman's rank correlation rho"
"TRMT1","655461.294405799","0.170558340960768","0.0270770317664847","Spearman's rank correlation rho"
"TSHZ3","636312.511993641","0.165333064000839","0.0332754726543666","Spearman's rank correlation rho"
"TSSK6","657355.225394377","0.197177318904529","0.00995861862221139","Spearman's rank correlation rho"
"UBA52","677745.363377945","0.172275006408187","0.0246757243318952","Spearman's rank correlation rho"
"UNC13A","646108.05810945","0.167618216953207","0.0303740842646529","Spearman's rank correlation rho"
"UQCRFS1","622727.534769782","0.18315281624731","0.0181794311802524","Spearman's rank correlation rho"
"USE1","649125.134931787","0.207228662585369","0.00669806023997038","Spearman's rank correlation rho"
"USF2","664237.867140439","0.174285382203224","0.0234349938011285","Spearman's rank correlation rho"
"VSIG10L","677070.095890453","0.17309970519177","0.0239855475201438","Spearman's rank correlation rho"
"VSTM1","667412.459444451","0.184894499368652","0.0157874538515337","Spearman's rank correlation rho"
"WDR87","648949.842548103","0.193289937660853","0.0118053036219256","Spearman's rank correlation rho"
"WIZ","592769.28213167","0.236334625759234","0.00210604116891065","Spearman's rank correlation rho"
"XAB2","634398.489397468","0.167843735008666","0.0306542112938887","Spearman's rank correlation rho"
"XRCC1","670486.334810579","0.166517907102358","0.0304799400415945","Spearman's rank correlation rho"
"YIF1B","671764.938378057","0.164928473996746","0.032124807873739","Spearman's rank correlation rho"
"YIPF2","681001.980412488","0.168297726061165","0.0282485860026718","Spearman's rank correlation rho"
"YJEFN3","693450.622143733","0.153094299444028","0.0462457123667557","Spearman's rank correlation rho"
"ZFP14","360163.046875872","0.195310230850636","0.0212161182788719","Spearman's rank correlation rho"
"ZFP30","679018.780625084","0.170719792105466","0.0260237258827672","Spearman's rank correlation rho"
"ZNF100","622049.978026011","0.212838087950037","0.00560717335107209","Spearman's rank correlation rho"
"ZNF114","677414.420934208","0.157905597764647","0.0403235024313968","Spearman's rank correlation rho"
"ZNF121","637812.457967587","0.221044744514766","0.00377077910165176","Spearman's rank correlation rho"
"ZNF134","664373.781179706","0.174116427353556","0.0235718631771513","Spearman's rank correlation rho"
"ZNF136","607399.815743756","0.244940808831292","0.00132903959500322","Spearman's rank correlation rho"
"ZNF14","586313.0483379","0.216850040955974","0.00514706936903436","Spearman's rank correlation rho"
"ZNF146","660443.371911619","0.164253860944696","0.0333744065246781","Spearman's rank correlation rho"
"ZNF160","617639.143422574","0.218419698950484","0.00445047120511348","Spearman's rank correlation rho"
"ZNF17","645520.730211188","0.211630693252743","0.00559841619144855","Spearman's rank correlation rho"
"ZNF180","651947.07492779","0.175005346541334","0.023272452273892","Spearman's rank correlation rho"
"ZNF181","556701.020381201","0.282801410456367","0.000213037512527363","Spearman's rank correlation rho"
"ZNF20","592663.577599651","0.263259438118877","0.000543839515552111","Spearman's rank correlation rho"
"ZNF211","613258.336386222","0.237658077188825","0.00186248681035137","Spearman's rank correlation rho"
"ZNF221","663010.09727769","0.190271069085203","0.0129451419705014","Spearman's rank correlation rho"
"ZNF223","591506.485096092","0.251488799540278","0.0010077854429769","Spearman's rank correlation rho"
"ZNF224","617837.545585559","0.245439945303755","0.00125521841418202","Spearman's rank correlation rho"
"ZNF225","609980.449626888","0.255035753779119","0.000789630432661619","Spearman's rank correlation rho"
"ZNF226","597480.296962591","0.270302090286954","0.000363995902460091","Spearman's rank correlation rho"
"ZNF227","603363.368812516","0.263117141672906","0.000527076728102149","Spearman's rank correlation rho"
"ZNF233","668513.16448662","0.183550217100994","0.0165779234923163","Spearman's rank correlation rho"
"ZNF234","598039.303789738","0.269619379718323","0.000377194675865478","Spearman's rank correlation rho"
"ZNF235","628229.809516114","0.219047027104428","0.0042189421388923","Spearman's rank correlation rho"
"ZNF253","632440.837739373","0.227605061352369","0.00283586590315872","Spearman's rank correlation rho"
"ZNF254","641803.614683769","0.173163636560225","0.0252280060124207","Spearman's rank correlation rho"
"ZNF260","668047.606436606","0.184118799425252","0.016239475360773","Spearman's rank correlation rho"
"ZNF264","660707.838617146","0.178673563451413","0.0201119670636464","Spearman's rank correlation rho"
"ZNF266","597379.193320778","0.244057286963548","0.00143222805090782","Spearman's rank correlation rho"
"ZNF28","574694.581428004","0.218240880622469","0.00499444170542783","Spearman's rank correlation rho"
"ZNF283","632961.86834074","0.213164601038312","0.00539204971468312","Spearman's rank correlation rho"
"ZNF284","680625.460850918","0.153913951505497","0.045721790108872","Spearman's rank correlation rho"
"ZNF285","615602.222709028","0.177727910254284","0.0223824797033737","Spearman's rank correlation rho"
"ZNF296","658353.550505397","0.195958072428237","0.0104368639053702","Spearman's rank correlation rho"
"ZNF30","691005.829393849","0.156080105282883","0.0421035801990183","Spearman's rank correlation rho"
"ZNF302","601996.146483641","0.264786919371961","0.000484068094061339","Spearman's rank correlation rho"
"ZNF304","636623.010441453","0.164925775470151","0.0337181255053793","Spearman's rank correlation rho"
"ZNF317","535859.015432897","0.284242492676385","0.000215583308155768","Spearman's rank correlation rho"
"ZNF320","635245.725086264","0.196139768114324","0.0108317282032036","Spearman's rank correlation rho"
"ZNF324","642221.029524672","0.215660591319457","0.00473635379744065","Spearman's rank correlation rho"
"ZNF333","644308.300620587","0.169936846675943","0.0281228531723787","Spearman's rank correlation rho"
"ZNF345","664687.553089301","0.188222405714058","0.0139703724844117","Spearman's rank correlation rho"
"ZNF350","655377.702643915","0.199592451629002","0.00906806923546933","Spearman's rank correlation rho"
"ZNF358","656537.315493338","0.198176225727325","0.00958132673632669","Spearman's rank correlation rho"
"ZNF382","645733.252153342","0.211371141903943","0.00565847035648276","Spearman's rank correlation rho"
"ZNF383","648362.293894432","0.208160314245232","0.00645046082717626","Spearman's rank correlation rho"
"ZNF404","665521.273089474","0.172689979253302","0.024755070862781","Spearman's rank correlation rho"
"ZNF415","633871.777390592","0.197878405415805","0.0101369228459588","Spearman's rank correlation rho"
"ZNF416","634312.422758091","0.225319309532683","0.00313465976586152","Spearman's rank correlation rho"
"ZNF419","637020.647220191","0.208119129804347","0.0066222580316882","Spearman's rank correlation rho"
"ZNF420","599311.406635094","0.199487876158612","0.010203336093397","Spearman's rank correlation rho"
"ZNF426","631113.3638791","0.229226294564517","0.00263982502505124","Spearman's rank correlation rho"
"ZNF428","692956.463012494","0.153697812040115","0.0453821090891177","Spearman's rank correlation rho"
"ZNF431","641929.839824619","0.216016218972015","0.0046663204144901","Spearman's rank correlation rho"
"ZNF432","575297.494829194","0.231563734099332","0.00276555932326009","Spearman's rank correlation rho"
"ZNF439","597167.650387453","0.257660421675386","0.000719565894184364","Spearman's rank correlation rho"
"ZNF44","674200.704128859","0.176604070408878","0.021234716127166","Spearman's rank correlation rho"
"ZNF443","583287.727915485","0.206551592350353","0.00796389070969449","Spearman's rank correlation rho"
"ZNF444","610216.405304255","0.227812668866508","0.00297899647790421","Spearman's rank correlation rho"
"ZNF45","558405.066217514","0.293376392332604","0.000113629684799846","Spearman's rank correlation rho"
"ZNF461","649869.317821334","0.206319797972247","0.00694772654936864","Spearman's rank correlation rho"
"ZNF468","669071.811353632","0.1828679461488","0.016992133771687","Spearman's rank correlation rho"
"ZNF471","658147.011291136","0.152108419188556","0.0497224601185095","Spearman's rank correlation rho"
"ZNF473","635573.586422306","0.166302331036977","0.0322418209038296","Spearman's rank correlation rho"
"ZNF486","543155.804020047","0.27449602754248","0.000359793214722531","Spearman's rank correlation rho"
"ZNF491","683127.845864393","0.165701423581447","0.0308119030258011","Spearman's rank correlation rho"
"ZNF493","595284.270142527","0.27298408028465","0.000316179821002266","Spearman's rank correlation rho"
"ZNF506","645766.22476261","0.197247495447006","0.0101554440554214","Spearman's rank correlation rho"
"ZNF525","600200.196335194","0.240487499639107","0.00168938804737236","Spearman's rank correlation rho"
"ZNF526","595170.447445422","0.260143146231637","0.000636031305323927","Spearman's rank correlation rho"
"ZNF527","652819.933355793","0.158971300055921","0.0401696950230034","Spearman's rank correlation rho"
"ZNF529","640573.170227123","0.217673108704609","0.0043521271736115","Spearman's rank correlation rho"
"ZNF534","616702.533982805","0.20550138881084","0.00771685620133705","Spearman's rank correlation rho"
"ZNF540","661433.501424976","0.192196552994942","0.0120423065140364","Spearman's rank correlation rho"
"ZNF543","643251.713584336","0.214401825117902","0.00499187889404039","Spearman's rank correlation rho"
"ZNF547","615512.590859875","0.234855811670386","0.00211512173698787","Spearman's rank correlation rho"
"ZNF548","649575.931960746","0.178005866592159","0.0209734797907241","Spearman's rank correlation rho"
"ZNF554","654767.790620442","0.186057641812388","0.0154359915119549","Spearman's rank correlation rho"
"ZNF557","625715.850462065","0.16421893721841","0.0350547984450597","Spearman's rank correlation rho"
"ZNF558","633405.962151537","0.226426362624145","0.00298656534802792","Spearman's rank correlation rho"
"ZNF559","590109.087522031","0.253257111066923","0.000925498638683106","Spearman's rank correlation rho"
"ZNF561","628592.486125921","0.218596183524041","0.00429996992102971","Spearman's rank correlation rho"
"ZNF562","639671.644510924","0.204823672976326","0.00755517703230504","Spearman's rank correlation rho"
"ZNF566","620253.847618821","0.242488934949322","0.00144239246628565","Spearman's rank correlation rho"
"ZNF567","667045.590527678","0.185342553443521","0.0155313895190938","Spearman's rank correlation rho"
"ZNF568","659547.471480626","0.194499946286813","0.011035310538816","Spearman's rank correlation rho"
"ZNF569","674687.903148913","0.161294934179165","0.0361701373028665","Spearman's rank correlation rho"
"ZNF57","564234.140991737","0.286000094917851","0.000171197644741908","Spearman's rank correlation rho"
"ZNF570","664222.734027166","0.174304194188297","0.0234197966939693","Spearman's rank correlation rho"
"ZNF571","613500.740400263","0.250736450802983","0.000974012757983651","Spearman's rank correlation rho"
"ZNF573","649316.309041257","0.206995183173947","0.00676142248246576","Spearman's rank correlation rho"
"ZNF574","619524.619120201","0.243379535884367","0.00138338037803227","Spearman's rank correlation rho"
"ZNF575","628874.680382027","0.231960380820797","0.00233684988394164","Spearman's rank correlation rho"
"ZNF576","658416.041170508","0.195881753078563","0.0104674623783612","Spearman's rank correlation rho"
"ZNF577","662175.946596531","0.162061405595574","0.0358374057856336","Spearman's rank correlation rho"
"ZNF578","641628.482061235","0.202391126670435","0.00831693349179121","Spearman's rank correlation rho"
"ZNF583","668507.901643119","0.168977298937","0.0280762513051259","Spearman's rank correlation rho"
"ZNF585A","624439.272387783","0.209814598544521","0.00634005166031806","Spearman's rank correlation rho"
"ZNF585B","641382.364916732","0.20269707508735","0.00821752297990122","Spearman's rank correlation rho"
"ZNF599","639215.56225934","0.205390629183854","0.00738680119844955","Spearman's rank correlation rho"
"ZNF600","616634.661978935","0.191144988910764","0.0136284167191265","Spearman's rank correlation rho"
"ZNF607","593293.419570205","0.275415490171403","0.000277934629534545","Spearman's rank correlation rho"
"ZNF611","686124.865706841","0.162041187209603","0.0347599719217997","Spearman's rank correlation rho"
"ZNF613","588640.172852737","0.281098463183863","0.000204664237901601","Spearman's rank correlation rho"
"ZNF614","585169.228250989","0.272575669719322","0.00033666862349061","Spearman's rank correlation rho"
"ZNF615","618544.679661495","0.203128150332518","0.00846881898288488","Spearman's rank correlation rho"
"ZNF616","602599.731873128","0.195095594965502","0.012033004156861","Spearman's rank correlation rho"
"ZNF625","649478.311613359","0.206797330727879","0.00681553349359177","Spearman's rank correlation rho"
"ZNF626","673122.220777","0.177921213503826","0.020273602302034","Spearman's rank correlation rho"
"ZNF627","605458.360132337","0.219987271413708","0.00428220235460875","Spearman's rank correlation rho"
"ZNF649","582034.202919395","0.276472822187614","0.000274064106617643","Spearman's rank correlation rho"
"ZNF665","633849.735767165","0.168563548783486","0.0299359093741469","Spearman's rank correlation rho"
"ZNF671","654997.599597335","0.200056668440795","0.00890520740616435","Spearman's rank correlation rho"
"ZNF681","643292.392351554","0.214352144464734","0.00500221262164762","Spearman's rank correlation rho"
"ZNF682","647281.462262154","0.180909361839945","0.018938266005796","Spearman's rank correlation rho"
"ZNF69","582643.415669416","0.275715509336412","0.00028531125840933","Spearman's rank correlation rho"
"ZNF699","654787.200962704","0.156436866848011","0.0435004250659087","Spearman's rank correlation rho"
"ZNF701","678458.903744828","0.156607200356984","0.0420174070861551","Spearman's rank correlation rho"
"ZNF708","638450.797335092","0.220265145748876","0.00389860468337594","Spearman's rank correlation rho"
"ZNF709","641026.828506185","0.188824175183633","0.0142356838650521","Spearman's rank correlation rho"
"ZNF738","654503.993392689","0.200659505752054","0.00869758027087678","Spearman's rank correlation rho"
"ZNF749","677447.052806269","0.157865033058688","0.040375541726891","Spearman's rank correlation rho"
"ZNF761","589618.718387926","0.183086551299419","0.0193192556768807","Spearman's rank correlation rho"
"ZNF763","675719.919826757","0.160012033431011","0.0376976237114305","Spearman's rank correlation rho"
"ZNF765","589297.509947579","0.212863636433656","0.0060505677929758","Spearman's rank correlation rho"
"ZNF766","645722.005558177","0.152990397441904","0.0490854010285311","Spearman's rank correlation rho"
"ZNF77","621692.523366072","0.227173532686003","0.00297535558082609","Spearman's rank correlation rho"
"ZNF773","657735.993916999","0.167679863539616","0.0298135341804554","Spearman's rank correlation rho"
"ZNF787","618909.385560201","0.230633253492863","0.00255493834355726","Spearman's rank correlation rho"
"ZNF790","690354.960608731","0.15687500612633","0.0410548177781749","Spearman's rank correlation rho"
"ZNF792","636677.542533829","0.19432790058029","0.0116001038376666","Spearman's rank correlation rho"
"ZNF793","662378.896523077","0.161804586275788","0.0361357201910669","Spearman's rank correlation rho"
"ZNF799","665416.753323044","0.172819907857585","0.0246452277071075","Spearman's rank correlation rho"
"ZNF805","662792.03230558","0.161281791060002","0.0367494699342933","Spearman's rank correlation rho"
"ZNF813","607193.694751698","0.174032219129","0.0258346468011941","Spearman's rank correlation rho"
"ZNF823","655230.60271719","0.19977210359342","0.00900473169244597","Spearman's rank correlation rho"
"ZNF829","661821.50758532","0.191722684173497","0.0122592080798412","Spearman's rank correlation rho"
"ZNF844","629671.17565875","0.217255263712955","0.00454929589681137","Spearman's rank correlation rho"
"ZNF845","669829.744988291","0.167334114429552","0.0296634986416931","Spearman's rank correlation rho"
"ZNF846","632203.036664195","0.170723564921598","0.0278658865148016","Spearman's rank correlation rho"
"ZNF85","635022.035759254","0.196422831733927","0.0107158261288115","Spearman's rank correlation rho"
"ZNF878","663398.720710748","0.175328525793412","0.0226049963988759","Spearman's rank correlation rho"
"ZNF90","605213.894894784","0.247658128766864","0.00116880212866332","Spearman's rank correlation rho"
"ZNF93","616480.147898261","0.205787889069201","0.0076302131329722","Spearman's rank correlation rho"
"ZSCAN1","663287.751111623","0.189931972677716","0.0131101422723516","Spearman's rank correlation rho"
"ZSCAN5A","649812.941501695","0.162845211253446","0.0354942655656033","Spearman's rank correlation rho"
"AAMP","677076.018817238","0.173092471568642","0.0239915283418057","Spearman's rank correlation rho"
"ACP1","662400.994330043","0.191014961645272","0.0125895371297443","Spearman's rank correlation rho"
"ACTR1B","639989.197207338","0.190137226973772","0.0135634026787216","Spearman's rank correlation rho"
"ADD2","550496.35760538","0.277900246466043","0.000288837539982673","Spearman's rank correlation rho"
"AGBL5","632131.071127563","0.170817963904529","0.0277782809294774","Spearman's rank correlation rho"
"ALPP","652684.131930192","0.188647839577605","0.0140369367191445","Spearman's rank correlation rho"
"ANTXR1","630721.058678087","0.172667512276975","0.0261087098160873","Spearman's rank correlation rho"
"ARPC2","590854.893232952","0.265507815085088","0.000485165544194159","Spearman's rank correlation rho"
"ASPRV1","669520.986133056","0.182319372581926","0.017331674737798","Spearman's rank correlation rho"
"BCS1L","689844.377481846","0.157498577216986","0.0402475331738012","Spearman's rank correlation rho"
"BOLA3","582073.674649838","0.276423754848294","0.000274780162317618","Spearman's rank correlation rho"
"C2orf16","657863.535803714","0.182209318527529","0.0177388482202915","Spearman's rank correlation rho"
"C2orf49","583388.783119219","0.248419533842102","0.00120762558631249","Spearman's rank correlation rho"
"CAD","551559.694032153","0.235817117462006","0.00244231911334538","Spearman's rank correlation rho"
"CAPN14","563779.431554643","0.273682284886367","0.000345222091911142","Spearman's rank correlation rho"
"CASP10","685224.126785796","0.163141252452298","0.0335307301028866","Spearman's rank correlation rho"
"COMMD1","589950.880777307","0.239965575590677","0.00178704680522387","Spearman's rank correlation rho"
"CPO","690134.008332277","0.157144853375008","0.0407038159436258","Spearman's rank correlation rho"
"CTNNA2","405438.424285562","0.202018531952523","0.0148199328784076","Spearman's rank correlation rho"
"CXCR1","686470.28270315","0.161619332193685","0.0352413767130253","Spearman's rank correlation rho"
"CXCR2","670882.754522141","0.180656255735931","0.0183973514530317","Spearman's rank correlation rho"
"DDX1","634380.082832297","0.197235179473306","0.0103892508592213","Spearman's rank correlation rho"
"DNMT3A","664563.000675032","0.173881208449316","0.0237635570258487","Spearman's rank correlation rho"
"DPP10","434740.149267355","0.178799708975219","0.030248810349897","Spearman's rank correlation rho"
"EFEMP1","622944.321670367","0.197460086277057","0.0105331931384895","Spearman's rank correlation rho"
"EHD3","618341.214245308","0.217531276105471","0.00461889682024815","Spearman's rank correlation rho"
"ELMOD3","652897.566742552","0.173802563837812","0.024253125303625","Spearman's rank correlation rho"
"FAM98A","671928.502066041","0.179379092621514","0.0192538701752653","Spearman's rank correlation rho"
"FBLN7","645119.452125316","0.168891839223468","0.029119204726324","Spearman's rank correlation rho"
"FHL2","584164.804114227","0.247419785067266","0.00126579439890046","Spearman's rank correlation rho"
"GALM","488250.57518127","0.228318542173713","0.00414739373420645","Spearman's rank correlation rho"
"GALNT14","589250.832706865","0.198439959317583","0.0108585793258205","Spearman's rank correlation rho"
"GBX2","678694.911585573","0.171115330774027","0.0256750400906873","Spearman's rank correlation rho"
"GKN2","607395.834785072","0.258192323220948","0.00067532895065147","Spearman's rank correlation rho"
"GMPPA","576348.388156948","0.243989495501507","0.00153572307572163","Spearman's rank correlation rho"
"GPR17","627007.051702554","0.177539267529492","0.0221166206658268","Spearman's rank correlation rho"
"GPR55","635335.417732515","0.166614742826485","0.0319145208784645","Spearman's rank correlation rho"
"GYPC","585910.993236097","0.245170167535716","0.00140617133308213","Spearman's rank correlation rho"
"HOXD1","669477.470931807","0.167772026587679","0.0292331948270336","Spearman's rank correlation rho"
"IFT172","687001.056148977","0.16097110282793","0.0359920956081546","Spearman's rank correlation rho"
"IL18R1","643431.407553873","0.171066549061249","0.027078642443394","Spearman's rank correlation rho"
"IL1A","670227.707954418","0.18145625887187","0.0178778396112866","Spearman's rank correlation rho"
"IL1B","643943.311362842","0.199513560535475","0.0093053660239705","Spearman's rank correlation rho"
"IL1RL1","620281.55202571","0.200890535590982","0.00923655136379679","Spearman's rank correlation rho"
"IMP4","595387.634231864","0.272857842548759","0.000318292981305872","Spearman's rank correlation rho"
"INPP1","636375.255935285","0.194710423697889","0.0114340061601926","Spearman's rank correlation rho"
"ITPRIPL1","663341.341845957","0.189866522742342","0.0131422007898757","Spearman's rank correlation rho"
"IWS1","603470.066440542","0.163895585758584","0.0365699499520162","Spearman's rank correlation rho"
"KIF3C","676271.996232155","0.174074417923493","0.0231912777138447","Spearman's rank correlation rho"
"LCLAT1","626558.047455165","0.19280451903186","0.0125483224129179","Spearman's rank correlation rho"
"LIMS2","624679.485121913","0.180592394459389","0.0198926785733293","Spearman's rank correlation rho"
"LYPD1","592101.630772448","0.223325575653799","0.00382522559042221","Spearman's rank correlation rho"
"MBOAT2","655847.305640158","0.184715695837902","0.0162075395097026","Spearman's rank correlation rho"
"MFSD2B","590871.95410104","0.252291755329949","0.000969622624874823","Spearman's rank correlation rho"
"MRPS9","601083.557519871","0.211543759115017","0.00621929166404774","Spearman's rank correlation rho"
"MSGN1","676722.512570035","0.173524205922002","0.0236368034421363","Spearman's rank correlation rho"
"MYO7B","591484.060330637","0.224135658150551","0.00369616156511896","Spearman's rank correlation rho"
"MYT1L","580710.214306052","0.195429234062586","0.0124184148492612","Spearman's rank correlation rho"
"NBAS","632724.898728862","0.170039025481749","0.0285082521461771","Spearman's rank correlation rho"
"NEURL3","651431.1053415","0.175658270937204","0.0227545277392182","Spearman's rank correlation rho"
"NOL10","635188.977610474","0.196211578182848","0.0108022210977229","Spearman's rank correlation rho"
"NT5C1B","634959.060248731","0.210681890198485","0.0059692179786598","Spearman's rank correlation rho"
"OST4","636134.868775804","0.22309357078205","0.00345264857061391","Spearman's rank correlation rho"
"OTOF","605102.801232698","0.206271617248266","0.00766962633082971","Spearman's rank correlation rho"
"PDE1A","589913.81950914","0.212040419537386","0.00625389376307223","Spearman's rank correlation rho"
"POLE4","605817.853213324","0.219524136048054","0.00436610366274036","Spearman's rank correlation rho"
"POMC","685955.557120084","0.162247962432955","0.034526047943458","Spearman's rank correlation rho"
"PROM2","686631.964450746","0.161421871568021","0.0354686416165262","Spearman's rank correlation rho"
"QPCT","660235.811073042","0.179260341264678","0.0197000936306976","Spearman's rank correlation rho"
"RABL2A","691524.113762453","0.155447128727288","0.0429546903632652","Spearman's rank correlation rho"
"RDH14","674765.986372416","0.175913695724359","0.0217540102486382","Spearman's rank correlation rho"
"RNF181","640249.947023879","0.2180678586185","0.00428013325529417","Spearman's rank correlation rho"
"RPIA","648050.375469088","0.194408065897907","0.0113168325949273","Spearman's rank correlation rho"
"SH2D6","669181.55739406","0.182733914187065","0.0170745546643622","Spearman's rank correlation rho"
"SLC11A1","650482.274337896","0.161982908961042","0.0364931036799235","Spearman's rank correlation rho"
"SLC23A3","628478.527174407","0.190330362715523","0.0137510988435791","Spearman's rank correlation rho"
"SLC5A6","615350.233327513","0.207243559360393","0.00720320200308338","Spearman's rank correlation rho"
"SMPD4","647955.273536644","0.165238447111829","0.0328424101207887","Spearman's rank correlation rho"
"SNRNP200","695114.885117442","0.151061748380332","0.0492556851515595","Spearman's rank correlation rho"
"SPRED2","636251.401852216","0.180316558983303","0.0197086621564751","Spearman's rank correlation rho"
"STK36","629315.677223959","0.231421794903599","0.00239391066021143","Spearman's rank correlation rho"
"SUCLG1","687251.750671728","0.160664931611644","0.0363513465660916","Spearman's rank correlation rho"
"TAF1B","663200.784668456","0.16076454276343","0.0373653439474658","Spearman's rank correlation rho"
"TMBIM1","629864.66340991","0.188544601747567","0.0146807911440085","Spearman's rank correlation rho"
"TMEFF2","598488.295616259","0.185874205084463","0.0171745912317405","Spearman's rank correlation rho"
"TMEM163","642920.78834314","0.156664823680385","0.0438316740660427","Spearman's rank correlation rho"
"TNFAIP6","647974.977063342","0.180031766057899","0.0195345622660383","Spearman's rank correlation rho"
"TTC27","580588.658693857","0.180608784996835","0.0214527066792322","Spearman's rank correlation rho"
"TUBA4A","681615.146321832","0.16754887143846","0.0289685324993204","Spearman's rank correlation rho"
"USP39","661222.305614179","0.192454484750119","0.0119256674612641","Spearman's rank correlation rho"
"WDR35","647038.173731353","0.166419947886473","0.0315964592112167","Spearman's rank correlation rho"
"WDR43","643311.06184507","0.171221590581655","0.0269379547232261","Spearman's rank correlation rho"
"WNT6","677723.537056637","0.157521335268463","0.0408187305814092","Spearman's rank correlation rho"
"UGT1A6","628260.628418678","0.160819826865762","0.0390637650673049","Spearman's rank correlation rho"
"UGT1A9","567758.081970105","0.241634277281937","0.00176769202735347","Spearman's rank correlation rho"
"AGPAT3","580137.8927303","0.23901870817362","0.00192640481839244","Spearman's rank correlation rho"
"BACE2","574225.077342576","0.246774695066503","0.00134986233717498","Spearman's rank correlation rho"
"CBR1","678843.897538865","0.170933375420442","0.025834941655758","Spearman's rank correlation rho"
"CHAF1B","656079.179975518","0.169776448824011","0.0277982223473092","Spearman's rank correlation rho"
"COL18A1","585275.652687661","0.158506365470927","0.0446152954567341","Spearman's rank correlation rho"
